date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2011-07-12,22499,0,41,21,25
2011-07-19,22499,0,41,21,25
2011-07-26,22499,26,0,21,25
2011-08-02,22499,22,19,21,25
2011-08-09,22499,12,19,21,25
2011-08-16,22499,0,42,21,25
2011-08-23,22499,15,23,21,25
2011-08-30,22499,13,23,21,25
2011-09-06,22499,35,0,21,25
2011-09-13,22499,25,0,21,25
2011-09-20,22499,18,18,21,25
2011-09-27,22499,9,18,21,25
2011-10-04,22499,8,18,21,25
2011-10-11,22499,22,20,21,25
2011-10-18,22499,12,20,21,25
2011-10-25,22499,10,20,21,25
2011-11-01,22499,25,0,21,25
2011-11-08,22499,19,19,21,25
2011-11-15,22499,10,19,21,25
2011-11-22,22499,0,37,21,25
2011-11-29,22499,7,18,21,25
2011-12-06,22499,0,41,21,25
2009-12-01,22501,28,0,18,22
2009-12-08,22501,28,0,18,22
2009-12-15,22501,28,0,18,22
2009-12-22,22501,28,0,18,22
2009-12-29,22501,28,0,18,22
2010-01-05,22501,28,0,18,22
2010-01-12,22501,28,0,18,22
2010-01-19,22501,28,0,18,22
2010-01-26,22501,28,0,18,22
2010-02-02,22501,28,0,18,22
2010-02-09,22501,28,0,18,22
2010-02-16,22501,28,0,18,22
2010-02-23,22501,28,0,18,22
2010-03-02,22501,28,0,18,22
2010-03-09,22501,28,0,18,22
2010-03-16,22501,28,0,18,22
2010-03-23,22501,28,0,18,22
2010-03-30,22501,28,0,18,22
2010-04-06,22501,28,0,18,22
2010-04-13,22501,28,0,18,22
2010-04-20,22501,28,0,18,22
2010-04-27,22501,28,0,18,22
2010-05-04,22501,28,0,18,22
2010-05-11,22501,28,0,18,22
2010-05-18,22501,28,0,18,22
2010-05-25,22501,0,42,18,22
2010-06-01,22501,0,42,18,22
2010-06-08,22501,0,42,18,22
2010-06-15,22501,19,23,18,22
2010-06-22,22501,0,23,18,22
2010-06-29,22501,0,23,18,22
2010-07-06,22501,0,35,18,22
2010-07-13,22501,0,35,18,22
2010-07-20,22501,0,35,18,22
2010-07-27,22501,7,31,18,22
2010-08-03,22501,0,31,18,22
2010-08-10,22501,29,0,18,22
2010-08-17,22501,15,22,18,22
2010-08-24,22501,0,22,18,22
2010-08-31,22501,15,27,18,22
2010-09-07,22501,9,27,18,22
2010-09-14,22501,8,27,18,22
2010-09-21,22501,29,0,18,22
2010-09-28,22501,22,0,18,22
2010-10-05,22501,0,24,18,22
2010-10-12,22501,0,24,18,22
2010-10-19,22501,24,0,18,22
2010-10-26,22501,14,23,18,22
2010-11-02,22501,2,23,18,22
2010-11-09,22501,21,21,18,22
2010-11-16,22501,0,42,18,22
2010-11-23,22501,0,42,18,22
2010-11-30,22501,0,42,18,22
2010-12-07,22501,11,21,18,22
2010-12-14,22501,0,42,18,22
2010-12-21,22501,15,21,18,22
2010-12-28,22501,36,0,18,22
2011-01-04,22501,36,0,18,22
2011-01-11,22501,33,0,18,22
2011-01-18,22501,6,27,18,22
2011-01-25,22501,0,27,18,22
2011-02-01,22501,25,0,18,22
2011-02-08,22501,0,22,18,22
2011-02-15,22501,0,22,18,22
2011-02-22,22501,4,38,18,22
2011-03-01,22501,0,38,18,22
2011-03-08,22501,0,38,18,22
2011-03-15,22501,28,0,18,22
2011-03-22,22501,3,26,18,22
2011-03-29,22501,0,26,18,22
2011-04-05,22501,16,26,18,22
2011-04-12,22501,0,26,18,22
2011-04-19,22501,0,26,18,22
2011-04-26,22501,10,32,18,22
2011-05-03,22501,0,32,18,22
2011-05-10,22501,0,32,18,22
2011-05-17,22501,0,42,18,22
2011-05-24,22501,0,42,18,22
2011-05-31,22501,0,42,18,22
2011-06-07,22501,27,0,18,22
2011-06-14,22501,0,38,18,22
2011-06-21,22501,0,38,18,22
2011-06-28,22501,34,0,18,22
2011-07-05,22501,0,42,18,22
2011-07-12,22501,0,42,18,22
2011-07-19,22501,0,42,18,22
2011-07-26,22501,33,0,18,22
2011-08-02,22501,23,0,18,22
2011-08-09,22501,16,23,18,22
2011-08-16,22501,0,23,18,22
2011-08-23,22501,23,0,18,22
2011-08-30,22501,21,21,18,22
2011-09-06,22501,19,21,18,22
2011-09-13,22501,17,21,18,22
2011-09-20,22501,35,0,18,22
2011-09-27,22501,35,0,18,22
2011-10-04,22501,33,0,18,22
2011-10-11,22501,2,38,18,22
2011-10-18,22501,0,38,18,22
2011-10-25,22501,0,38,18,22
2011-11-01,22501,35,0,18,22
2011-11-08,22501,22,0,18,22
2011-11-15,22501,22,0,18,22
2011-11-22,22501,22,0,18,22
2011-11-29,22501,22,0,18,22
2011-12-06,22501,22,0,18,22
2009-12-01,22502,28,0,18,22
2009-12-08,22502,28,0,18,22
2009-12-15,22502,28,0,18,22
2009-12-22,22502,28,0,18,22
2009-12-29,22502,28,0,18,22
2010-01-05,22502,28,0,18,22
2010-01-12,22502,28,0,18,22
2010-01-19,22502,28,0,18,22
2010-01-26,22502,28,0,18,22
2010-02-02,22502,28,0,18,22
2010-02-09,22502,28,0,18,22
2010-02-16,22502,28,0,18,22
2010-02-23,22502,28,0,18,22
2010-03-02,22502,28,0,18,22
2010-03-09,22502,28,0,18,22
2010-03-16,22502,28,0,18,22
2010-03-23,22502,28,0,18,22
2010-03-30,22502,28,0,18,22
2010-04-06,22502,28,0,18,22
2010-04-13,22502,28,0,18,22
2010-04-20,22502,28,0,18,22
2010-04-27,22502,28,0,18,22
2010-05-04,22502,28,0,18,22
2010-05-11,22502,28,0,18,22
2010-05-18,22502,28,0,18,22
2010-05-25,22502,0,42,18,22
2010-06-01,22502,0,42,18,22
2010-06-08,22502,0,42,18,22
2010-06-15,22502,0,26,18,22
2010-06-22,22502,0,26,18,22
2010-06-29,22502,0,42,18,22
2010-07-06,22502,0,42,18,22
2010-07-13,22502,0,42,18,22
2010-07-20,22502,0,29,18,22
2010-07-27,22502,0,29,18,22
2010-08-03,22502,0,29,18,22
2010-08-10,22502,0,29,18,22
2010-08-17,22502,0,29,18,22
2010-08-24,22502,25,0,18,22
2010-08-31,22502,0,35,18,22
2010-09-07,22502,0,35,18,22
2010-09-14,22502,27,0,18,22
2010-09-21,22502,0,23,18,22
2010-09-28,22502,0,23,18,22
2010-10-05,22502,0,42,18,22
2010-10-12,22502,0,42,18,22
2010-10-19,22502,0,42,18,22
2010-10-26,22502,19,23,18,22
2010-11-02,22502,0,23,18,22
2010-11-09,22502,0,23,18,22
2010-11-16,22502,0,39,18,22
2010-11-23,22502,0,39,18,22
2010-11-30,22502,0,39,18,22
2010-12-07,22502,0,42,18,22
2010-12-14,22502,0,42,18,22
2010-12-21,22502,32,0,18,22
2010-12-28,22502,32,0,18,22
2011-01-04,22502,31,0,18,22
2011-01-11,22502,20,22,18,22
2011-01-18,22502,0,22,18,22
2011-01-25,22502,21,21,18,22
2011-02-01,22502,0,42,18,22
2011-02-08,22502,0,42,18,22
2011-02-15,22502,11,31,18,22
2011-02-22,22502,0,31,18,22
2011-03-01,22502,0,31,18,22
2011-03-08,22502,7,35,18,22
2011-03-15,22502,0,35,18,22
2011-03-22,22502,0,35,18,22
2011-03-29,22502,20,22,18,22
2011-04-05,22502,0,22,18,22
2011-04-12,22502,0,22,18,22
2011-04-19,22502,0,41,18,22
2011-04-26,22502,0,41,18,22
2011-05-03,22502,0,41,18,22
2011-05-10,22502,0,42,18,22
2011-05-17,22502,0,42,18,22
2011-05-24,22502,42,0,18,22
2011-05-31,22502,14,22,18,22
2011-06-07,22502,0,22,18,22
2011-06-14,22502,16,25,18,22
2011-06-21,22502,8,25,18,22
2011-06-28,22502,4,25,18,22
2011-07-05,22502,24,0,18,22
2011-07-12,22502,8,21,18,22
2011-07-19,22502,0,42,18,22
2011-07-26,22502,20,21,18,22
2011-08-02,22502,9,21,18,22
2011-08-09,22502,25,0,18,22
2011-08-16,22502,16,26,18,22
2011-08-23,22502,8,26,18,22
2011-08-30,22502,33,0,18,22
2011-09-06,22502,28,0,18,22
2011-09-13,22502,26,0,18,22
2011-09-20,22502,26,0,18,22
2011-09-27,22502,25,0,18,22
2011-10-04,22502,25,0,18,22
2011-10-11,22502,25,0,18,22
2011-10-18,22502,25,0,18,22
2011-10-25,22502,25,0,18,22
2011-11-01,22502,25,0,18,22
2011-11-08,22502,25,0,18,22
2011-11-15,22502,25,0,18,22
2011-11-22,22502,25,0,18,22
2011-11-29,22502,25,0,18,22
2011-12-06,22502,25,0,18,22
2009-12-01,22507,28,0,21,25
2009-12-08,22507,28,0,21,25
2009-12-15,22507,28,0,21,25
2009-12-22,22507,28,0,21,25
2009-12-29,22507,28,0,21,25
2010-01-05,22507,28,0,21,25
2010-01-12,22507,28,0,21,25
2010-01-19,22507,28,0,21,25
2010-01-26,22507,28,0,21,25
2010-02-02,22507,28,0,21,25
2010-02-09,22507,28,0,21,25
2010-02-16,22507,28,0,21,25
2010-02-23,22507,28,0,21,25
2010-03-02,22507,28,0,21,25
2010-03-09,22507,28,0,21,25
2010-03-16,22507,0,42,21,25
2010-03-23,22507,0,42,21,25
2010-03-30,22507,0,42,21,25
2010-04-06,22507,42,0,21,25
2010-04-13,22507,0,42,21,25
2010-04-20,22507,0,42,21,25
2010-04-27,22507,0,42,21,25
2010-05-04,22507,6,36,21,25
2010-05-11,22507,0,36,21,25
2010-05-18,22507,0,36,21,25
2010-05-25,22507,17,20,21,25
2010-06-01,22507,5,20,21,25
2010-06-08,22507,0,42,21,25
2010-06-15,22507,6,22,21,25
2010-06-22,22507,0,42,21,25
2010-06-29,22507,5,20,21,25
2010-07-06,22507,0,42,21,25
2010-07-13,22507,13,22,21,25
2010-07-20,22507,0,40,21,25
2010-07-27,22507,0,42,21,25
2010-08-03,22507,0,42,21,25
2010-08-10,22507,11,24,21,25
2010-08-17,22507,0,42,21,25
2010-08-24,22507,0,42,21,25
2010-08-31,22507,0,42,21,25
2010-09-07,22507,33,0,21,25
2010-09-14,22507,0,42,21,25
2010-09-21,22507,0,42,21,25
2010-09-28,22507,0,42,21,25
2010-10-05,22507,2,40,21,25
2010-10-12,22507,0,40,21,25
2010-10-19,22507,0,40,21,25
2010-10-26,22507,18,24,21,25
2010-11-02,22507,0,42,21,25
2010-11-09,22507,0,42,21,25
2010-11-16,22507,18,18,21,25
2010-11-23,22507,20,18,21,25
2010-11-30,22507,0,41,21,25
2010-12-07,22507,0,41,21,25
2010-12-14,22507,17,23,21,25
2010-12-21,22507,6,36,21,25
2010-12-28,22507,2,36,21,25
2011-01-04,22507,0,36,21,25
2011-01-11,22507,18,24,21,25
2011-01-18,22507,0,42,21,25
2011-01-25,22507,0,42,21,25
2011-02-01,22507,19,18,21,25
2011-02-08,22507,0,42,21,25
2011-02-15,22507,0,42,21,25
2011-02-22,22507,0,42,21,25
2011-03-01,22507,22,20,21,25
2011-03-08,22507,10,20,21,25
2011-03-15,22507,6,20,21,25
2011-03-22,22507,2,40,21,25
2011-03-29,22507,0,40,21,25
2011-04-05,22507,0,40,21,25
2011-04-12,22507,26,0,21,25
2011-04-19,22507,0,42,21,25
2011-04-26,22507,0,42,21,25
2011-05-03,22507,0,42,21,25
2011-05-10,22507,26,0,21,25
2011-05-17,22507,11,19,21,25
2011-05-24,22507,0,39,21,25
2011-05-31,22507,0,39,21,25
2011-06-07,22507,2,39,21,25
2011-06-14,22507,0,42,21,25
2011-06-21,22507,0,42,21,25
2011-06-28,22507,19,23,21,25
2011-07-05,22507,23,18,21,25
2011-07-12,22507,21,18,21,25
2011-07-19,22507,11,18,21,25
2011-07-26,22507,16,24,21,25
2011-08-02,22507,0,42,21,25
2011-08-09,22507,0,42,21,25
2011-08-16,22507,0,40,21,25
2011-08-23,22507,10,22,21,25
2011-08-30,22507,0,40,21,25
2011-09-06,22507,10,18,21,25
2011-09-13,22507,0,42,21,25
2011-09-20,22507,0,42,21,25
2011-09-27,22507,0,42,21,25
2011-10-04,22507,0,42,21,25
2011-10-11,22507,8,24,21,25
2011-10-18,22507,0,42,21,25
2011-10-25,22507,19,18,21,25
2011-11-01,22507,0,40,21,25
2011-11-08,22507,2,40,21,25
2011-11-15,22507,0,40,21,25
2011-11-22,22507,9,18,21,25
2011-11-29,22507,13,24,21,25
2011-12-06,22507,0,42,21,25
2009-12-01,22551,28,0,21,25
2009-12-08,22551,28,0,21,25
2009-12-15,22551,28,0,21,25
2009-12-22,22551,28,0,21,25
2009-12-29,22551,28,0,21,25
2010-01-05,22551,28,0,21,25
2010-01-12,22551,28,0,21,25
2010-01-19,22551,28,0,21,25
2010-01-26,22551,28,0,21,25
2010-02-02,22551,28,0,21,25
2010-02-09,22551,28,0,21,25
2010-02-16,22551,28,0,21,25
2010-02-23,22551,28,0,21,25
2010-03-02,22551,28,0,21,25
2010-03-09,22551,28,0,21,25
2010-03-16,22551,28,0,21,25
2010-03-23,22551,28,0,21,25
2010-03-30,22551,0,30,21,25
2010-04-06,22551,0,30,21,25
2010-04-13,22551,0,30,21,25
2010-04-20,22551,0,42,21,25
2010-04-27,22551,0,42,21,25
2010-05-04,22551,0,42,21,25
2010-05-11,22551,0,42,21,25
2010-05-18,22551,0,42,21,25
2010-05-25,22551,0,42,21,25
2010-06-01,22551,19,23,21,25
2010-06-08,22551,0,42,21,25
2010-06-15,22551,0,42,21,25
2010-06-22,22551,20,19,21,25
2010-06-29,22551,0,42,21,25
2010-07-06,22551,0,42,21,25
2010-07-13,22551,0,42,21,25
2010-07-20,22551,0,42,21,25
2010-07-27,22551,0,42,21,25
2010-08-03,22551,0,42,21,25
2010-08-10,22551,0,42,21,25
2010-08-17,22551,0,42,21,25
2010-08-24,22551,0,42,21,25
2010-08-31,22551,0,42,21,25
2010-09-07,22551,0,42,21,25
2010-09-14,22551,0,42,21,25
2010-09-21,22551,0,42,21,25
2010-09-28,22551,0,42,21,25
2010-10-05,22551,0,42,21,25
2010-10-12,22551,0,42,21,25
2010-10-19,22551,0,42,21,25
2010-10-26,22551,0,42,21,25
2010-11-02,22551,0,42,21,25
2010-11-09,22551,0,42,21,25
2010-11-16,22551,0,42,21,25
2010-11-23,22551,0,42,21,25
2010-11-30,22551,0,42,21,25
2010-12-07,22551,0,42,21,25
2010-12-14,22551,8,34,21,25
2010-12-21,22551,0,34,21,25
2010-12-28,22551,0,34,21,25
2011-01-04,22551,34,0,21,25
2011-01-11,22551,0,42,21,25
2011-01-18,22551,0,42,21,25
2011-01-25,22551,0,42,21,25
2011-02-01,22551,0,42,21,25
2011-02-08,22551,0,42,21,25
2011-02-15,22551,0,42,21,25
2011-02-22,22551,0,42,21,25
2011-03-01,22551,0,42,21,25
2011-03-08,22551,0,42,21,25
2011-03-15,22551,0,42,21,25
2011-03-22,22551,0,42,21,25
2011-03-29,22551,0,42,21,25
2011-04-05,22551,22,20,21,25
2011-04-12,22551,0,42,21,25
2011-04-19,22551,0,42,21,25
2011-04-26,22551,0,42,21,25
2011-05-03,22551,0,42,21,25
2011-05-10,22551,0,42,21,25
2011-05-17,22551,3,22,21,25
2011-05-24,22551,5,20,21,25
2011-05-31,22551,0,38,21,25
2011-06-07,22551,0,38,21,25
2011-06-14,22551,0,42,21,25
2011-06-21,22551,0,42,21,25
2011-06-28,22551,0,42,21,25
2011-07-05,22551,0,42,21,25
2011-07-12,22551,0,42,21,25
2011-07-19,22551,0,42,21,25
2011-07-26,22551,0,42,21,25
2011-08-02,22551,0,42,21,25
2011-08-09,22551,0,42,21,25
2011-08-16,22551,22,18,21,25
2011-08-23,22551,4,24,21,25
2011-08-30,22551,0,42,21,25
2011-09-06,22551,0,42,21,25
2011-09-13,22551,0,42,21,25
2011-09-20,22551,0,42,21,25
2011-09-27,22551,0,42,21,25
2011-10-04,22551,0,42,21,25
2011-10-11,22551,0,42,21,25
2011-10-18,22551,0,42,21,25
2011-10-25,22551,0,42,21,25
2011-11-01,22551,0,42,21,25
2011-11-08,22551,0,42,21,25
2011-11-15,22551,0,42,21,25
2011-11-22,22551,0,42,21,25
2011-11-29,22551,0,42,21,25
2011-12-06,22551,0,42,21,25
2009-12-01,22554,28,0,21,25
2009-12-08,22554,28,0,21,25
2009-12-15,22554,28,0,21,25
2009-12-22,22554,28,0,21,25
2009-12-29,22554,28,0,21,25
2010-01-05,22554,28,0,21,25
2010-01-12,22554,28,0,21,25
2010-01-19,22554,28,0,21,25
2010-01-26,22554,28,0,21,25
2010-02-02,22554,28,0,21,25
2010-02-09,22554,28,0,21,25
2010-02-16,22554,28,0,21,25
2010-02-23,22554,28,0,21,25
2010-03-02,22554,28,0,21,25
2010-03-09,22554,28,0,21,25
2010-03-16,22554,28,0,21,25
2010-03-23,22554,28,0,21,25
2010-03-30,22554,0,42,21,25
2010-04-06,22554,0,42,21,25
2010-04-13,22554,0,42,21,25
2010-04-20,22554,0,29,21,25
2010-04-27,22554,0,29,21,25
2010-05-04,22554,0,29,21,25
2010-05-11,22554,0,33,21,25
2010-05-18,22554,0,33,21,25
2010-05-25,22554,0,33,21,25
2010-06-01,22554,18,24,21,25
2010-06-08,22554,0,42,21,25
2010-06-15,22554,0,42,21,25
2010-06-22,22554,21,18,21,25
2010-06-29,22554,0,42,21,25
2010-07-06,22554,0,42,21,25
2010-07-13,22554,0,42,21,25
2010-07-20,22554,0,42,21,25
2010-07-27,22554,0,42,21,25
2010-08-03,22554,0,42,21,25
2010-08-10,22554,0,42,21,25
2010-08-17,22554,0,42,21,25
2010-08-24,22554,0,42,21,25
2010-08-31,22554,2,40,21,25
2010-09-07,22554,0,40,21,25
2010-09-14,22554,0,40,21,25
2010-09-21,22554,27,0,21,25
2010-09-28,22554,0,28,21,25
2010-10-05,22554,0,28,21,25
2010-10-12,22554,0,28,21,25
2010-10-19,22554,0,42,21,25
2010-10-26,22554,0,42,21,25
2010-11-02,22554,0,42,21,25
2010-11-09,22554,0,42,21,25
2010-11-16,22554,0,42,21,25
2010-11-23,22554,0,42,21,25
2010-11-30,22554,0,42,21,25
2010-12-07,22554,0,42,21,25
2010-12-14,22554,0,42,21,25
2010-12-21,22554,9,25,21,25
2010-12-28,22554,0,25,21,25
2011-01-04,22554,0,25,21,25
2011-01-11,22554,0,42,21,25
2011-01-18,22554,0,42,21,25
2011-01-25,22554,0,42,21,25
2011-02-01,22554,0,42,21,25
2011-02-08,22554,0,42,21,25
2011-02-15,22554,0,42,21,25
2011-02-22,22554,36,0,21,25
2011-03-01,22554,0,42,21,25
2011-03-08,22554,0,42,21,25
2011-03-15,22554,0,42,21,25
2011-03-22,22554,0,42,21,25
2011-03-29,22554,0,42,21,25
2011-04-05,22554,0,42,21,25
2011-04-12,22554,0,42,21,25
2011-04-19,22554,0,42,21,25
2011-04-26,22554,0,42,21,25
2011-05-03,22554,5,24,21,25
2011-05-10,22554,0,42,21,25
2011-05-17,22554,0,42,21,25
2011-05-24,22554,0,42,21,25
2011-05-31,22554,0,42,21,25
2011-06-07,22554,0,42,21,25
2011-06-14,22554,0,42,21,25
2011-06-21,22554,0,42,21,25
2011-06-28,22554,0,42,21,25
2011-07-05,22554,6,36,21,25
2011-07-12,22554,0,42,21,25
2011-07-19,22554,0,42,21,25
2011-07-26,22554,18,24,21,25
2011-08-02,22554,0,34,21,25
2011-08-09,22554,0,34,21,25
2011-08-16,22554,0,34,21,25
2011-08-23,22554,0,42,21,25
2011-08-30,22554,0,42,21,25
2011-09-06,22554,0,42,21,25
2011-09-13,22554,0,42,21,25
2011-09-20,22554,0,42,21,25
2011-09-27,22554,0,42,21,25
2011-10-04,22554,0,42,21,25
2011-10-11,22554,0,42,21,25
2011-10-18,22554,0,42,21,25
2011-10-25,22554,0,42,21,25
2011-11-01,22554,0,42,21,25
2011-11-08,22554,0,42,21,25
2011-11-15,22554,6,20,21,25
2011-11-22,22554,0,42,21,25
2011-11-29,22554,0,42,21,25
2011-12-06,22554,0,42,21,25
2009-12-01,22556,28,0,21,25
2009-12-08,22556,28,0,21,25
2009-12-15,22556,28,0,21,25
2009-12-22,22556,28,0,21,25
2009-12-29,22556,28,0,21,25
2010-01-05,22556,28,0,21,25
2010-01-12,22556,28,0,21,25
2010-01-19,22556,28,0,21,25
2010-01-26,22556,28,0,21,25
2010-02-02,22556,28,0,21,25
2010-02-09,22556,28,0,21,25
2010-02-16,22556,28,0,21,25
2010-02-23,22556,28,0,21,25
2010-03-02,22556,28,0,21,25
2010-03-09,22556,28,0,21,25
2010-03-16,22556,28,0,21,25
2010-03-23,22556,28,0,21,25
2010-03-30,22556,0,42,21,25
2010-04-06,22556,0,42,21,25
2010-04-13,22556,0,42,21,25
2010-04-20,22556,0,42,21,25
2010-04-27,22556,0,42,21,25
2010-05-04,22556,0,42,21,25
2010-05-11,22556,0,42,21,25
2010-05-18,22556,0,42,21,25
2010-05-25,22556,0,42,21,25
2010-06-01,22556,20,19,21,25
2010-06-08,22556,0,42,21,25
2010-06-15,22556,0,42,21,25
2010-06-22,22556,0,42,21,25
2010-06-29,22556,0,42,21,25
2010-07-06,22556,0,42,21,25
2010-07-13,22556,0,41,21,25
2010-07-20,22556,0,37,21,25
2010-07-27,22556,0,37,21,25
2010-08-03,22556,1,37,21,25
2010-08-10,22556,0,42,21,25
2010-08-17,22556,0,42,21,25
2010-08-24,22556,0,42,21,25
2010-08-31,22556,0,42,21,25
2010-09-07,22556,0,42,21,25
2010-09-14,22556,0,42,21,25
2010-09-21,22556,0,42,21,25
2010-09-28,22556,0,42,21,25
2010-10-05,22556,0,42,21,25
2010-10-12,22556,0,42,21,25
2010-10-19,22556,0,42,21,25
2010-10-26,22556,0,42,21,25
2010-11-02,22556,0,42,21,25
2010-11-09,22556,0,42,21,25
2010-11-16,22556,0,42,21,25
2010-11-23,22556,0,42,21,25
2010-11-30,22556,0,42,21,25
2010-12-07,22556,5,24,21,25
2010-12-14,22556,0,42,21,25
2010-12-21,22556,0,42,21,25
2010-12-28,22556,0,42,21,25
2011-01-04,22556,40,0,21,25
2011-01-11,22556,0,26,21,25
2011-01-18,22556,0,26,21,25
2011-01-25,22556,0,26,21,25
2011-02-01,22556,0,34,21,25
2011-02-08,22556,0,34,21,25
2011-02-15,22556,0,34,21,25
2011-02-22,22556,4,38,21,25
2011-03-01,22556,0,38,21,25
2011-03-08,22556,0,38,21,25
2011-03-15,22556,6,24,21,25
2011-03-22,22556,0,42,21,25
2011-03-29,22556,0,42,21,25
2011-04-05,22556,14,18,21,25
2011-04-12,22556,0,42,21,25
2011-04-19,22556,0,42,21,25
2011-04-26,22556,0,42,21,25
2011-05-03,22556,0,42,21,25
2011-05-10,22556,0,42,21,25
2011-05-17,22556,0,42,21,25
2011-05-24,22556,15,22,21,25
2011-05-31,22556,0,42,21,25
2011-06-07,22556,0,42,21,25
2011-06-14,22556,0,42,21,25
2011-06-21,22556,0,42,21,25
2011-06-28,22556,0,42,21,25
2011-07-05,22556,0,42,21,25
2011-07-12,22556,0,42,21,25
2011-07-19,22556,0,42,21,25
2011-07-26,22556,0,42,21,25
2011-08-02,22556,0,42,21,25
2011-08-09,22556,0,42,21,25
2011-08-16,22556,0,42,21,25
2011-08-23,22556,0,42,21,25
2011-08-30,22556,0,42,21,25
2011-09-06,22556,0,42,21,25
2011-09-13,22556,4,22,21,25
2011-09-20,22556,0,42,21,25
2011-09-27,22556,9,20,21,25
2011-10-04,22556,0,42,21,25
2011-10-11,22556,0,42,21,25
2011-10-18,22556,0,42,21,25
2011-10-25,22556,0,42,21,25
2011-11-01,22556,0,42,21,25
2011-11-08,22556,0,42,21,25
2011-11-15,22556,0,42,21,25
2011-11-22,22556,0,42,21,25
2011-11-29,22556,0,42,21,25
2011-12-06,22556,0,42,21,25
2009-12-01,22570,28,0,18,22
2009-12-08,22570,28,0,18,22
2009-12-15,22570,28,0,18,22
2009-12-22,22570,28,0,18,22
2009-12-29,22570,28,0,18,22
2010-01-05,22570,28,0,18,22
2010-01-12,22570,28,0,18,22
2010-01-19,22570,28,0,18,22
2010-01-26,22570,28,0,18,22
2010-02-02,22570,28,0,18,22
2010-02-09,22570,28,0,18,22
2010-02-16,22570,28,0,18,22
2010-02-23,22570,28,0,18,22
2010-03-02,22570,28,0,18,22
2010-03-09,22570,28,0,18,22
2010-03-16,22570,0,42,18,22
2010-03-23,22570,0,42,18,22
2010-03-30,22570,0,30,18,22
2010-04-06,22570,0,30,18,22
2010-04-13,22570,0,30,18,22
2010-04-20,22570,0,24,18,22
2010-04-27,22570,0,24,18,22
2010-05-04,22570,24,0,18,22
2010-05-11,22570,0,23,18,22
2010-05-18,22570,0,23,18,22
2010-05-25,22570,14,28,18,22
2010-06-01,22570,0,28,18,22
2010-06-08,22570,0,28,18,22
2010-06-15,22570,24,0,18,22
2010-06-22,22570,0,22,18,22
2010-06-29,22570,0,22,18,22
2010-07-06,22570,19,22,18,22
2010-07-13,22570,3,22,18,22
2010-07-20,22570,0,22,18,22
2010-07-27,22570,1,23,18,22
2010-08-03,22570,0,23,18,22
2010-08-10,22570,0,42,18,22
2010-08-17,22570,0,42,18,22
2010-08-24,22570,0,42,18,22
2010-08-31,22570,39,0,18,22
2010-09-07,22570,0,27,18,22
2010-09-14,22570,0,27,18,22
2010-09-21,22570,0,26,18,22
2010-09-28,22570,0,26,18,22
2010-10-05,22570,0,26,18,22
2010-10-12,22570,0,28,18,22
2010-10-19,22570,0,28,18,22
2010-10-26,22570,12,30,18,22
2010-11-02,22570,0,30,18,22
2010-11-09,22570,0,30,18,22
2010-11-16,22570,0,28,18,22
2010-11-23,22570,0,28,18,22
2010-11-30,22570,0,42,18,22
2010-12-07,22570,0,42,18,22
2010-12-14,22570,0,42,18,22
2010-12-21,22570,13,29,18,22
2010-12-28,22570,12,29,18,22
2011-01-04,22570,12,29,18,22
2011-01-11,22570,0,42,18,22
2011-01-18,22570,0,42,18,22
2011-01-25,22570,0,42,18,22
2011-02-01,22570,31,0,18,22
2011-02-08,22570,17,24,18,22
2011-02-15,22570,0,24,18,22
2011-02-22,22570,0,24,18,22
2011-03-01,22570,0,30,18,22
2011-03-08,22570,0,30,18,22
2011-03-15,22570,29,0,18,22
2011-03-22,22570,9,25,18,22
2011-03-29,22570,0,25,18,22
2011-04-05,22570,5,37,18,22
2011-04-12,22570,0,37,18,22
2011-04-19,22570,0,37,18,22
2011-04-26,22570,32,0,18,22
2011-05-03,22570,6,26,18,22
2011-05-10,22570,0,26,18,22
2011-05-17,22570,16,26,18,22
2011-05-24,22570,0,26,18,22
2011-05-31,22570,0,26,18,22
2011-06-07,22570,22,0,18,22
2011-06-14,22570,0,42,18,22
2011-06-21,22570,0,42,18,22
2011-06-28,22570,14,28,18,22
2011-07-05,22570,0,28,18,22
2011-07-12,22570,0,28,18,22
2011-07-19,22570,0,42,18,22
2011-07-26,22570,0,42,18,22
2011-08-02,22570,0,42,18,22
2011-08-09,22570,16,21,18,22
2011-08-16,22570,0,42,18,22
2011-08-23,22570,0,42,18,22
2011-08-30,22570,8,34,18,22
2011-09-06,22570,0,34,18,22
2011-09-13,22570,0,34,18,22
2011-09-20,22570,0,38,18,22
2011-09-27,22570,0,38,18,22
2011-10-04,22570,0,38,18,22
2011-10-11,22570,0,42,18,22
2011-10-18,22570,0,42,18,22
2011-10-25,22570,42,0,18,22
2011-11-01,22570,41,0,18,22
2011-11-08,22570,41,0,18,22
2011-11-15,22570,40,0,18,22
2011-11-22,22570,0,42,18,22
2011-11-29,22570,0,42,18,22
2011-12-06,22570,42,0,18,22
2009-12-01,22585,28,0,12,15
2009-12-08,22585,28,0,12,15
2009-12-15,22585,28,0,12,15
2009-12-22,22585,28,0,12,15
2009-12-29,22585,28,0,12,15
2010-01-05,22585,28,0,12,15
2010-01-12,22585,28,0,12,15
2010-01-19,22585,28,0,12,15
2010-01-26,22585,28,0,12,15
2010-02-02,22585,28,0,12,15
2010-02-09,22585,28,0,12,15
